stationid,year,season,aqi_mean,latitude,longitude,closest_farm_distance,mean_distance_3_nearest_farms,closest_farm_label,farm_density_100km,inverse_distance_score_100km,crop_weighted_inverse_score_100km,size_weighted_inverse_score_100km,local_size_total_100km,log_closest_farm_distance,log_mean_distance_3_nearest_farms
BR007,2019,1,305.44444444444446,25.6102754,85.1293861,1.977306440590969,21.549408083464215,"Patna, Bihar, India",14,0.5518983469751352,1.6759664238019907,0.0,0.0,1.0910190127760515,3.1157088165338513
BR007,2019,2,153.13333333333333,25.6102754,85.1293861,1.977306440590969,21.549408083464215,"Patna, Bihar, India",14,0.5518983469751352,1.6759664238019907,0.0,0.0,1.0910190127760515,3.1157088165338513
BR007,2019,3,104.13186813186813,25.6102754,85.1293861,1.977306440590969,21.549408083464215,"Patna, Bihar, India",14,0.5518983469751352,1.6759664238019907,0.0,0.0,1.0910190127760515,3.1157088165338513
BR007,2019,4,319.9886363636364,25.6102754,85.1293861,1.977306440590969,21.549408083464215,"Patna, Bihar, India",14,0.5518983469751352,1.6759664238019907,0.0,0.0,1.0910190127760515,3.1157088165338513
BR007,2020,1,260.77777777777777,25.6102754,85.1293861,1.977306440590969,21.549408083464215,"Patna, Bihar, India",14,0.5518983469751352,1.6759664238019907,0.0,0.0,1.0910190127760515,3.1157088165338513
BR007,2020,2,122.26315789473684,25.6102754,85.1293861,1.977306440590969,21.549408083464215,"Patna, Bihar, India",14,0.5518983469751352,1.6759664238019907,0.0,0.0,1.0910190127760515,3.1157088165338513
BR007,2020,3,105.0,25.6102754,85.1293861,1.977306440590969,21.549408083464215,"Patna, Bihar, India",14,0.5518983469751352,1.6759664238019907,0.0,0.0,1.0910190127760515,3.1157088165338513
BR008,2019,4,250.85714285714286,25.6189426,85.1370556,2.7634316094175717,21.424016349054412,"Patna, Bihar, India",14,0.4828173242314942,1.4686201418081792,0.0,0.0,1.3253312032581372,3.110132542949557
BR008,2020,1,155.03571428571428,25.6189426,85.1370556,2.7634316094175717,21.424016349054412,"Patna, Bihar, India",14,0.4828173242314942,1.4686201418081792,0.0,0.0,1.3253312032581372,3.110132542949557
BR008,2020,2,90.24444444444444,25.6189426,85.1370556,2.7634316094175717,21.424016349054412,"Patna, Bihar, India",14,0.4828173242314942,1.4686201418081792,0.0,0.0,1.3253312032581372,3.110132542949557
BR008,2020,3,74.0,25.6189426,85.1370556,2.7634316094175717,21.424016349054412,"Patna, Bihar, India",14,0.4828173242314942,1.4686201418081792,0.0,0.0,1.3253312032581372,3.110132542949557
BR009,2019,4,263.85714285714283,25.6066335,85.1014347,3.8820708002320843,22.569649342645334,"Patna, Bihar, India",14,0.4184042962626896,1.276033190305827,0.0,0.0,1.5855694741663247,3.159959839563097
BR009,2020,1,169.22727272727272,25.6066335,85.1014347,3.8820708002320843,22.569649342645334,"Patna, Bihar, India",14,0.4184042962626896,1.276033190305827,0.0,0.0,1.5855694741663247,3.159959839563097
BR009,2020,2,94.45054945054945,25.6066335,85.1014347,3.8820708002320843,22.569649342645334,"Patna, Bihar, India",14,0.4184042962626896,1.276033190305827,0.0,0.0,1.5855694741663247,3.159959839563097
BR009,2020,3,67.0,25.6066335,85.1014347,3.8820708002320843,22.569649342645334,"Patna, Bihar, India",14,0.4184042962626896,1.276033190305827,0.0,0.0,1.5855694741663247,3.159959839563097
BR010,2019,4,328.0,25.6012282,85.0804538,5.78179626848726,23.63569801934875,"Patna, Bihar, India",14,0.3598838720982587,1.1008834676350867,0.0,0.0,1.9142420032179186,3.204196530051536
BR010,2020,1,227.86516853932585,25.6012282,85.0804538,5.78179626848726,23.63569801934875,"Patna, Bihar, India",14,0.3598838720982587,1.1008834676350867,0.0,0.0,1.9142420032179186,3.204196530051536
BR010,2020,2,172.84615384615384,25.6012282,85.0804538,5.78179626848726,23.63569801934875,"Patna, Bihar, India",14,0.3598838720982587,1.1008834676350867,0.0,0.0,1.9142420032179186,3.204196530051536
BR010,2020,3,46.0,25.6012282,85.0804538,5.78179626848726,23.63569801934875,"Patna, Bihar, India",14,0.3598838720982587,1.1008834676350867,0.0,0.0,1.9142420032179186,3.204196530051536
CH001,2019,3,85.16,30.7516466,76.7567324,2.9758113125291414,7.063275085099072,"Chandigarh, India",14,0.667710577238421,2.922363299612536,0.0,0.0,1.3802288310608684,2.087319812087189
CH001,2019,4,149.2391304347826,30.7516466,76.7567324,2.9758113125291414,7.063275085099072,"Chandigarh, India",14,0.667710577238421,2.922363299612536,0.0,0.0,1.3802288310608684,2.087319812087189
